ER38,GPP_C7/SML1DATA,O,-2913.8,21030.9,PCH GPIOs,
ET38,GPP_C6/SML1CLK,I,-2913.8,21680.9,PCH GPIOs,
EH38,GPP_C5/SML0ALERT#,O,-2913.8,18430.9,PCH GPIOs,
EF38,GPP_C4/SML0DATA,I/O or IOD,-2913.8,17780.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SML0"
EE38,GPP_C3/SML0CLK,I/O or IOD,-2913.8,17130.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SML0"
EN38,GPP_C2/SMBALERT#,I/O or IOD,-2913.8,20380.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SMB"
EK38,GPP_C1/SMBDATA,I/O or IOD,-2913.8,19080.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SMB"
EL38,GPP_C0/SMBCLK,I/O or IOD,-2913.8,19730.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SMB"
