EH16,USB2P_2,I/O,6095.2,18430.9,PCH Interfaces,
EK16,USB2N_2,I/O,6095.2,19080.9,PCH Interfaces,

FA12,PCIE2_TXP/USB32_2_TXP,O,7611.8,23790,PCH Interfaces,
FC12,PCIE2_TXN/USB32_2_TXN,O,7611.8,24440,PCH Interfaces,
FA18,PCIE2_RXP/USB32_2_RXP,I,5106.1,23789.9,PCH Interfaces,
FC18,PCIE2_RXN/USB32_2_RXN,I,5106.1,24439.9,PCH Interfaces,
